clade_name	NCBI_tax_id	BFH12_S130	BH09_S83	BFH35_S153	BSE93_S121	BH47_S108	BH52_S112	BH36_S101	BFH33_S151	BFH9_S127	FH6_S167	BH10_S84	BFH15_S133	BFH22_S140	BFH31_S149	BH50_S111	BH30_S94	BFH32_S150	BFH6_S125	BFH8_S126	BSE100_S122	BFH20_S138	BFH21_S139	BFH14_S132	BFH24_S142	FH1_S162	BH34.B_S99	BH34.A_S98	BH06_S81	BSE79_S120	BH20_S88	BFH17_S135	BH31_S95	BH11_S85	BFH36_S154	BH22_S89	BFH38.B_S157	BH45_S106	BH61_S116	FH5_S166	BFH25_S143	BFH41_S160	BFH18_S136	BH59_S114	BH13_S86	BH03_S78	BH38_S103	BFH40_S159	BH33_S97	BH32_S96	BFH13_S131	BFH4_S124	BFH10_S128	BFH39_S158	BFH19_S137	BH37_S102	FH8_S169	BH04_S79	BH25_S91	BH01_S76	BFH23_S141	BH58_S113	BFH38.A_S156	BH14_S87	BSE74_S119	BH05_S80	BFH1_S123	FH3_S164	BH63_S118	BH48_S109	BFH34_S152	BFH28_S146	BH07_S82	BFH11_S129	BH44_S105	FH10_S171	FH9_S170	BFH27_S145	BFH29_S147	FH7_S168	BFH16_S134	FH4_S165	BH02_S77	BH29_S93	BH39_S104	BH60_S115	BH62_S117	BH27_S92	BFH26_S144	BH35_S100	BFH37_S155	FH2_S163	BFH42_S161	BH46_S107	BH24_S90	BH49_S110	BFH30_S148
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_galacturonicus	2;976;200643;171549;815;816;384639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06237	0	0	0	0	0	0.00201	0	0	0	0	0.09912	0	0	0	0	0	0	0	0	0	0	0	0.0044399999999999995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.037989999999999996
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_graminisolvens	2;976;200643;171549;815;816;477666	1.05377	0	5.19681	0	11.92	0.09969	4.50264	1.43232	0	0	0	0.46979	16.44688	0.9773700000000001	0.21494000000000002	6.4634599999999995	3.2378099999999996	0.0662	0	0	3.8275900000000003	0.777	1.11755	4.25553	0.0782	4.16314	4.59018	0.39959	0	0	0.29247	1.61	1.22225	0.09817000000000001	0	0.47676999999999997	9.67124	0.606	0.01294	0.83975	0.6209600000000001	0.08138	0.53888	34.35595	0.9339799999999999	7.77997	1.32879	2.59517	1.00591	1.77751	0.23056	1.8587900000000002	3.07612	0.28442	10.83507	0.00472	0	0	0.01765	21.97271	0.5135	0.5020899999999999	3.97563	0	0.6967300000000001	0.25649	0.03259	0.79728	3.14478	0.77331	0.18449000000000002	6.43494	0	6.66595	0	0.69067	0	0.89445	0.004220000000000001	5.91806	0.04721	3.9839900000000004	12.367510000000001	1.52801	0.12044	0.99595	16.52405	3.25651	12.88556	0.17340999999999998	0.38274	25.7639	0	0	0.61936	0.28755
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_intestinalis	2;976;200643;171549;815;816;329854	0	0	0	0	0.00981	0	0	0.02389	0	0.88321	0	0	0	0.00515	0.0834	0	0.05577000000000001	0	0	0	0	0	0	0	0.6799	0.59004	0.87265	0.66077	0	0.00099	0	0.80365	0	0	0	0.12587	0	0.47129	0.06517	0	0.14456	0	0	0	0	0	0.1314	0.72395	0	0	0	0	0.11585999999999999	0	0	0.06787	0	0	0	0	0	0.11472	0	0	0.015369999999999998	0	0.03899	0	0.10454000000000001	0.01438	0	0	0	0	0	0	0	0.04556	0.08424	0	0	0	0	0	0	0.52576	0	0	0	0	0.90097	0	0	0	0.030780000000000002	0.12592
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_luti	2;976;200643;171549;815;816;1297750	0	0	0	0	0	0	0	0.14048	4.0035099999999995	0	0	0	0	1.7875299999999998	0	25.191	0	0.02339	0	0	0	0	0	0	0	0.55242	0.29073000000000004	0	0	0	0	0.08967	0	0	0	0	1.28346	0	0	0	0.054220000000000004	0	0	0.27798	0	0	0	0.08367999999999999	0	0	0	0	0	0	0	0	0	0	0	0.041319999999999996	0	0	0.11168	0	0	0	0	0	0	0	0.04473	0	0	0.9075700000000001	0	0	0	0	0	0.72263	0	1.65937	18.57258	0	0	0.08155	0.11010999999999999	0	0.68435	0	0	0	0	0	0.16435	0.00265
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_massiliensis	2;976;200643;171549;815;816;204516	0	0	0	0	0	0	0	0	0	0.17683	0	0	0	0.01759	0	0	0.17977	0	0	0	0	0	0	0	0.06592	0.16215	0.31474	0.65822	0	0	0	0.23254	0	0	0	0	0	0.03651	0	0	0.056720000000000007	0	0.25215	0	0	0	0.06448999999999999	0.20253	0	0	0	0	0.09208	0	0	0.07643	0	0	0	0	0.22954000000000002	0	0	0	0	0	0.19272999999999998	0	0	0.00455	0	0	0.023530000000000002	0	0	0	0	0	0.05785	0	0.0049299999999999995	0	0	0.21769000000000002	0.47481	0	0	0	0	0	0.00183	0	0.04891	0	0	0.031939999999999996
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_nordii	2;976;200643;171549;815;816;291645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00476	0	0	0	0	0.01112	0	0	0	0	0	0	0	0	0	0	0	2.00663	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00047999999999999996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_ovatus	2;976;200643;171549;815;816;28116	0.16814	0.019880000000000002	0	0	0.12959	0.008320000000000001	0	0.045919999999999996	0	0.24895	0.0047799999999999995	0	0	0.11999000000000001	0	0.11414	1.49494	0.4124	0	0	0	0.73135	0	0	0.72621	1.27169	0.99398	0.5444399999999999	0	0.03556	0	0.68502	0.5593	0	0	0.04578	0	0.4074	0.0397	0	0.40481999999999996	0.04464	1.6575900000000001	0.05063	0	0	0.32222	1.02285	0	0.7510100000000001	0.0167	0.15319000000000002	0.41296000000000005	0.01469	0	0.45111999999999997	0	4.72466	0	0	2.75267	0.049139999999999996	0.02508	0	0.031310000000000004	0.15103	0.95139	0	0.65782	0.07272999999999999	0	0	0.19621	0	2.29555	0.08129	0	0.02443	0.42946000000000006	0.46	0.87803	0	0.049069999999999996	0.0381	2.1800900000000003	0.42386999999999997	0	0	0	0.01379	1.92813	0	0.29325999999999997	0.08137	0.06385	0.17503
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_plebeius	2;976;200643;171549;815;816;310297	0	0	0	0	0.79119	0	0	0.08216	0	0.03285	0	0	0	0.17607	0	0	0.13335	0	0	0	0	0	0	0	0	0.0832	0.21904	0	0	0	0	0.8106300000000001	0	0	0	0	0	0.03321	0	0	0.08827	0	0	0	0	0	0.05889	0.26769	0	0	0	0	0.08778	0	0	0.17870999999999998	0	0	0	0	0	0	0	0	0	0	0.01441	0	0.01934	0	0	0	0.41208999999999996	0	0	0.94919	0	0	0.13337000000000002	0	0.09432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13649
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_salyersiae	2;976;200643;171549;815;816;291644	0	0	0	0	0	0	0	0.00244	0	0	0	0	0	0.00615	0	0	0.09592	0	0	0	0	0	0	0	0.01547	0	0	0	0	0	0	0	0	0	0	0.0049700000000000005	0	0	0	0	0.006790000000000001	0	0	0	0	0	0.0067599999999999995	0	0	0	0	0	0	0	0	0.028999999999999998	0	0	0	0	0	0.010440000000000001	0	0	0	0	0.09879	0	0	0	0	0	0	0	0	0	0	0	0.04261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_sp_CAG_144	2;976;200643;171549;815;816;1262736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.026430000000000002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00195	0	0	0	0	0	0	0	0	0	0	0.21153000000000002	0	0	0	0	0	0	0	0	0	0	0	0.01849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_sp_CAG_443	2;976;200643;171549;815;816;1262739	0	0	0	0	0	0	0	0	0	0.14295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_sp_CAG_462	2;976;200643;171549;815;816;1262740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012759999999999999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_sp_CAG_530	2;976;200643;171549;815;816;1262741	0	0	0	0	0	0	0	0.02352	0.029410000000000002	0	0	0	0	0.00156	0	0	0.0356	0	0	0	0	0	0	0	0	0	0.01127	0.26787	0	0.20115999999999998	0	0.029039999999999996	0	0.04054	0	0.006220000000000001	0	0.96805	0	0	0.037110000000000004	0	0	0	0	0	0.0266	0	0	0	0.16976	0	0.019459999999999998	0	0	0.00309	0	0	0	0	0	0.014580000000000001	0	0	0	0	0	0	0	0.00315	0	0	0.29878000000000005	0	0	0	0	0	0.0060799999999999995	0	0	0	0	0.0223	0	0.65252	0	0	0	0	0	0	0	0	0.24971	0.0375
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_sp_CAG_598	2;976;200643;171549;815;816;1262743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_sp_CAG_927	2;976;200643;171549;815;816;1262753	0	0	0	0	0	0	0	0	0	3.12205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0635	0.06851	0	0	0	0	0.14624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_stercorirosoris	2;976;200643;171549;815;816;871324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_stercoris	2;976;200643;171549;815;816;46506	1.59	0	0	0	0.20989000000000002	0	0	0.05703	0	0	0	0	0	0.05218	0.14806	0.0168	3.10253	0	0	0	0	0	0	0	0.17904	3.43114	3.7526800000000002	0.62853	0	0	0	2.48487	0	0	0	0.027999999999999997	0	1.22516	0.00869	0	0.14195	0	2.2109099999999997	0	0	0	0.4224	3.5930800000000005	0	0	0	0.19165	0.11115	0	0	0.36701	0	0	0	0	2.5373200000000002	0.028069999999999998	0	0	0.12789	0	0.46653	0	0.0082	0.0455	0	0	0.17272	0	0	0.060860000000000004	0	0	0.51074	0.11256	0.02309	0	0	0.93616	2.78789	1.45	0	0	0	0	0.08335	0	0.27924	0	0	0.1943
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_thetaiotaomicron	2;976;200643;171549;815;816;818	0	0.027460000000000002	0	0	0.47295	0.017509999999999998	0.02359	0.10379000000000001	0	0.24645999999999998	0.01023	0	0	0.14657	0.04916	0	0.74315	0.2068	0	0	0	0.79975	0	0	0.29681	0.9193	0.68765	1.1668100000000001	0	0.024909999999999998	0	0.65692	1.6168799999999999	0	1.86745	0.40456	0	0.8113199999999999	0.01486	0	1.03168	0	0.3287	0.11792000000000001	0.05985	0	0.19083	0.71043	0	0.45047	0.07702	0	0.31012	0	0	0.15007	0	19.465220000000002	0	0	0.35302	0.42313	0.0527	0	0.051570000000000005	0.13408	0.21147	0	1.1013	0.12909	0	0	0.16502	0	3.0476099999999997	0.23138000000000003	0	0.0997	0.17917	0.10447000000000001	0.26635	0	0	0.7290800000000001	0.79706	0.9515399999999999	0	0	0.07241	0.01814	0.65332	0	0.58843	0.51202	0.13002	0.24095999999999998
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_uniformis	2;976;200643;171549;815;816;820	0.66374	0	0.00842	0.05549	1.82838	0.30987	0	0.32243	0	0.74438	0	0	0	0.25216	1.5083600000000001	0.13489	2.6650400000000003	0.66552	0	0	0	0.31354	0	0	2.60443	4.51579	4.81013	0.95257	0.28508	0.3082	0	7.50413	0	0	0.9518399999999999	0.49504	0	2.42319	0.11402999999999999	0.034460000000000005	0.67276	0	1.1204100000000001	0	0	0	0.41984	6.07829	0.024130000000000002	0.6469600000000001	0.4805	0.37858	0.6563100000000001	0.00318	0	2.24123	0	0	0	0	1.33555	0.39159	0	0	0.87259	0.18773	0.9215700000000001	0	4.3920900000000005	0.24603000000000003	0	0	1.08645	0.012	0.13784000000000002	0.8391799999999999	0	0.08736000000000001	3.09478	0.65528	1.0700399999999999	0	0.08105	2.07796	1.3448799999999999	2.33	0	0	0.01766	0.007890000000000001	2.68669	0.16203	0.8684700000000001	0.09751	0.47088	0.85862
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_vulgatus	2;976;200643;171549;815;816;821	0.76094	0.0474	0.00119	0	2.05208	0.37551999999999996	0.00926	0.48813999999999996	0	1.22281	0.029230000000000003	0	0	0.33921	0.97982	0.11642000000000001	3.32825	0.6473399999999999	0	0	0	1.88	0.20664000000000002	0	3.10106	3.1747799999999997	3.09408	1.68305	0	0.07234	0	2.5939099999999997	0.67678	0	0.02501	0.7377600000000001	0	3.40389	0.1913	0.00421	2.3315799999999998	0	3.94138	0.31273	0	0	0.9760700000000001	3.77	0.02731	2.2238900000000004	0.73748	0.16432	1.49147	0	0	2.3449400000000002	0	30.7585	0	0	3.49235	0.83631	0.25561	0	0.35525999999999996	1.07291	2.1783	0	7.67	0.42056000000000004	0	0.0049299999999999995	1.25262	0	9.83029	0.61287	0	0.07379	2.0920799999999997	0.49037	1.20628	0	0.25142	1.7150299999999998	4.93662	4.12901	0	0	0.19559	0.04187	1.28874	0.1635	1.21957	0.3458	0.2064	1.22502
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_xylanisolvens	2;976;200643;171549;815;816;371601	0	0	0	0	0	0	0	0.03135	0	0	0	0	0	0.04376	0.06452000000000001	0.01957	0.23231	0	0	0	0	0	0	0	0.17765	0.30383000000000004	0.30286	0.26944	0	0.08859	0	0.35236	0	0	0.25658000000000003	0.08689	0	0.57277	0.002	0	0.35714	0	0.44258000000000003	0	0	0	0.025240000000000002	0.5847100000000001	0	0	0.05816	0	0.09264	0	0	0.17777	0	0.44785	0	0	0.61248	0.10124	0	0	0	0	0.13326	0	0.08789	0	0	0	0	0	0	0.04535	0	0	0.20870999999999998	0	0	0	0	0.23087	0.58211	0.58473	0	0	0	0	0.21741999999999997	0	0.1416	0	0.00643	0.15050999999999998
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidales_unclassified	2;976;200643;171549;	1.7924200000000001	0	0	0.08356	6.23572	0.03143	1.74404	0.08255	0.1221	0	0	0	0.33221999999999996	0.09615	10.35162	15.4496	0.07038	3.2181599999999997	0.78788	0	7.32523	0.17607	0.14867	0	0	7.259510000000001	7.148960000000001	17.68865	0	0	0	8.939119999999999	0	0	0	0.00206	18.25114	6.15	0	0.19913	0.033760000000000005	0.26079	4.7519599999999995	1.2289299999999999	37.81062	3.8328599999999997	0.08661	9.60621	0.58626	0.035289999999999995	0.00543	3.39424	0.01208	0.01245	11.33714	0	0.9776799999999999	0	0	0.01976	4.52451	0.0039700000000000004	6.56089	0	2.3035200000000002	11.51927	0	0	1.4777799999999999	0.06398	0.20674	0	0.30872	10.98175	0	0	0	0	0	0.01927	0	0	8.69805	14.45205	2.21045	7.6300300000000005	0.02444	2.30877	9.19325	0	0	2.2236700000000003	9.486139999999999	0	2.83	0.005520000000000001
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidales_unclassified;g__Bacteroidales_unclassified	2;976;200643;171549;;	1.7924200000000001	0	0	0.08356	6.23572	0.03143	1.74404	0.08255	0.1221	0	0	0	0.33221999999999996	0.09615	10.35162	15.4496	0.07038	3.2181599999999997	0.78788	0	7.32523	0.17607	0.14867	0	0	7.259510000000001	7.148960000000001	17.68865	0	0	0	8.939119999999999	0	0	0	0.00206	18.25114	6.15	0	0.19913	0.033760000000000005	0.26079	4.7519599999999995	1.2289299999999999	37.81062	3.8328599999999997	0.08661	9.60621	0.58626	0.035289999999999995	0.00543	3.39424	0.01208	0.01245	11.33714	0	0.9776799999999999	0	0	0.01976	4.52451	0.0039700000000000004	6.56089	0	2.3035200000000002	11.51927	0	0	1.4777799999999999	0.06398	0.20674	0	0.30872	10.98175	0	0	0	0	0	0.01927	0	0	8.69805	14.45205	2.21045	7.6300300000000005	0.02444	2.30877	9.19325	0	0	2.2236700000000003	9.486139999999999	0	2.83	0.005520000000000001
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidales_unclassified;g__Bacteroidales_unclassified;s__Bacteroidales_bacterium_36_12	2;976;200643;171549;;;1895718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08432	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidales_unclassified;g__Bacteroidales_unclassified;s__Bacteroidales_bacterium_6E	2;976;200643;171549;;;1688776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01132	0.035289999999999995	0	0	0	0	0	0	0	0	0	0	0	0	1.08423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidales_unclassified;g__Bacteroidales_unclassified;s__Bacteroidales_bacterium_CF	2;976;200643;171549;;;1400053	1.7924200000000001	0	0	0.08356	6.23572	0.03143	1.74404	0.08255	0.1221	0	0	0	0.33221999999999996	0.09615	10.35162	15.4496	0.07038	3.2181599999999997	0.78788	0	7.32523	0.17607	0.14867	0	0	7.259510000000001	7.148960000000001	17.68865	0	0	0	8.939119999999999	0	0	0	0.00206	18.25114	6.15	0	0.19913	0.033760000000000005	0.26079	4.7519599999999995	1.2289299999999999	37.81062	3.8328599999999997	0.08512	9.60621	0.57494	0	0.00543	3.39424	0.01208	0.01245	11.33714	0	0.9776799999999999	0	0	0.01976	4.52451	0.0039700000000000004	5.47666	0	2.3035200000000002	11.51927	0	0	1.4777799999999999	0.06398	0.20674	0	0.30872	10.98175	0	0	0	0	0	0.01927	0	0	8.69805	14.45205	2.21045	7.6300300000000005	0.02444	2.30877	9.19325	0	0	2.13935	9.486139999999999	0	2.83	0.005520000000000001
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae	2;976;200643;171549;2005519	0	0	0	0	0.17021	0	0	0.03993	0	0.16316	0	0	0	0.00253	0.05946	0	0.05827	0	0	0	0	0	0	0	0.5439	0.66394	0.68533	0.48704	0	0	0	1.00282	0	0	0	0	0	0.33203	0.07331	0	0.09012	0	0.02472	0	0	0	0.21670999999999999	0.63171	0	0.10309000000000001	0.16015	0	0.17804	0	0	0.51941	0	0	0	0	0.14907	0	0	0	0.51879	0	0.45826999999999996	0	0.01935	0.10622000000000001	0	0	0	0	0	0.27065	0	0	0.9466	0.60944	0	0	0	0.516	0.1263	0.31945999999999997	0	0	0	0	0.17748	0	0.43251999999999996	0.01132	0.01053	0.06442
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella	2;976;200643;171549;2005519;397864	0	0	0	0	0.17021	0	0	0.03993	0	0.16316	0	0	0	0.00253	0.05946	0	0.05827	0	0	0	0	0	0	0	0.5439	0.66394	0.68533	0.48704	0	0	0	1.00282	0	0	0	0	0	0.33203	0.07331	0	0.09012	0	0.02472	0	0	0	0.21670999999999999	0.63171	0	0.10309000000000001	0.16015	0	0.1745	0	0	0.48517	0	0	0	0	0.14907	0	0	0	0.51879	0	0.42061000000000004	0	0.01935	0.10622000000000001	0	0	0	0	0	0.27065	0	0	0.88751	0.5894699999999999	0	0	0	0.516	0.1263	0.31945999999999997	0	0	0	0	0.10709	0	0.43251999999999996	0	0.01053	0.06442
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__Barnesiella_intestinihominis	2;976;200643;171549;2005519;397864;487174	0	0	0	0	0.17021	0	0	0.03993	0	0.16316	0	0	0	0.00253	0.05946	0	0.05827	0	0	0	0	0	0	0	0.5439	0.66394	0.68533	0.48704	0	0	0	1.00282	0	0	0	0	0	0.33203	0.07331	0	0.09012	0	0.02472	0	0	0	0.21670999999999999	0.63171	0	0.10309000000000001	0.16015	0	0.1745	0	0	0.48517	0	0	0	0	0.14907	0	0	0	0.51879	0	0.42061000000000004	0	0.01935	0.10622000000000001	0	0	0	0	0	0.27065	0	0	0.88751	0.5894699999999999	0	0	0	0.516	0.1263	0.31945999999999997	0	0	0	0	0.10709	0	0.43251999999999996	0	0.01053	0.06442
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Coprobacter	2;976;200643;171549;2005519;1348911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0035399999999999997	0	0	0.03424	0	0	0	0	0	0	0	0	0	0	0.03766	0	0	0	0	0	0	0	0	0	0	0	0.05909	0.01996	0	0	0	0	0	0	0	0	0	0	0.07039	0	0	0.01132	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Coprobacter;s__Coprobacter_fastidiosus	2;976;200643;171549;2005519;1348911;1099853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0035399999999999997	0	0	0.03424	0	0	0	0	0	0	0	0	0	0	0.03766	0	0	0	0	0	0	0	0	0	0	0	0.05909	0	0	0	0	0	0	0	0	0	0	0	0.07039	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Coprobacter;s__Coprobacter_secundus	2;976;200643;171549;2005519;1348911;1501392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01996	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01132	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Dysgonamonadaceae	2;976;200643;171549;2005520	0	0	0	0	0	0	0	0	0	0	0	0	0.07413	0	0	0	0	0	0	0	0	0	0	0	0.00121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00572	0	0	0	0	0	0.00121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0603	0.06481	0	0	0	0.13069	0	0	0	0.01832	0	0.02059	0	0	0	0	0	0	0	0	0.00941	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Dysgonamonadaceae;g__Dysgonamonadaceae_unclassified	2;976;200643;171549;2005520;	0	0	0	0	0	0	0	0	0	0	0	0	0.07413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0603	0.06481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
